SMILES,PMF,GGI10,ATSC7d,MATS1s,Xc-5d,AATS4d,GATS1dv,AATSC7s,BCUTs-1l,GATS2s,BCUTc-1l
CCC(C)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,50.914882,0.1722314049586777,-9.251339020035706,-0.09785520247646722,0.1916383190435099,2.4080459770114944,0.7249829816201493,-0.13943960523122503,1.1595849118220616,0.9628740497399285,-0.4931757416324134
CCCC(C)CCOCCOCCOCCO,29.063565,0.03305785123966942,-0.6666666666666665,-0.0770055267243039,0.0,1.7941176470588236,0.8734939759036142,0.02122427983539094,1.2314998386653715,1.2211614170236176,-0.4162778100866821
CCCC(C)CC1=CC=C(C=C1)OCCO,26.953701,0.01652892561983471,-3.9279778393351803,-0.09920560747663551,0.0,2.098901098901099,0.7467204843592332,-0.04182188684051326,1.232843759596061,0.9309242715777893,-0.5221239607484693
CCCC(C)CCOC1C(C(C(C(O1)CO)O)O)O,35.01978856675294,0.0454035302520151,-3.335308641975309,-0.18674202284234082,0.4146723119520975,1.9922480620155039,0.8179332968835432,-0.24204134366925067,1.1540135739635458,0.9453303280572802,-0.3945605466504868
CCCC(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,55.699875,0.13212937455361698,-14.259871441689624,-0.2064859640595567,0.768617269803962,2.343283582089552,0.8044485343924608,-0.06680657857318074,1.1531137348684986,0.9746250156766021,-0.39546879252910794
CCCC(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,48.362357,0.18876033057851238,-7.234278912914105,-0.0978552024764672,0.1916383190435099,2.454022988505747,0.7249829816201493,-0.11092308031407414,1.1595849118224162,0.9626361855972061,-0.49315962975790023
CC(C)C(C)CCOCCOCCOCCO,32.147145,0.049586776859504134,-1.3333333333333328,-0.09814595705095584,0.23570226039551584,1.6756756756756757,0.8679525222551925,0.02416261379224339,1.1927704392741514,1.2081755234963543,-0.4162777044584471
CC(C)C(C)CC1=CC=C(C=C1)OCCO,27.993326464538956,0.03305785123966942,-3.0221606648199444,-0.12673578966857993,0.23570226039551584,1.93,0.741831683168317,-0.041316799399815335,1.1933384682622947,0.9178270363875976,-0.5221239524697062
CC(C)C(C)CCOC1C(C(C(C(O1)CO)O)O)O,37.173377,0.0,-5.093827160493829,-0.19890401295851184,0.6503745723476133,1.8840579710144927,0.813934647583041,-0.22754543895747598,1.1540134908591837,0.9425245957929625,-0.39456169523190837
CC(C)C(C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.676865,0.10325476992143659,-16.609733700642796,-0.214391562308802,1.0043195301994778,2.257142857142857,0.8021321961620468,-0.059099990918172744,1.1531136941500901,0.9734110567882667,-0.39546918850049
CC(C)C(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,49.366896,0.2052892561983471,-7.806189248165048,-0.10653788160775235,0.42734057943902576,2.33879781420765,0.7233919258257673,-0.04789852262374456,1.1595849118221488,0.9602493896168625,-0.49315949371007817
CCC(C)(C)CCCOCCOCCOCCO,27.820325,0.04958677685950413,-2.666666666666666,-0.09593799207664332,0.0,1.6511627906976745,0.8790946992257299,-0.041516879906400954,1.1589288596854956,1.188194112313791,-0.41628930151612975
CCC(C)(C)CCC1=CC=C(C=C1)OCCO,26.05298590237728,0.049586776859504134,-3.25461035098156,-0.12132990650251728,0.0,1.8135593220338984,0.7591623036649214,-0.10702083089992279,1.1589950919905962,0.8958812855246412,-0.5221247190867488
CCC(C)(C)CCCOC1C(C(C(C(O1)CO)O)O)O,37.147735,0.0454035302520151,-0.9236111111111134,-0.19166210808165143,0.4146723119520975,1.8333333333333333,0.8204345703124999,-0.2371373878035289,1.1540131679139687,0.929240557415189,-0.39457857935603563
CCC(C)(C)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.39373,0.13212937455361698,-12.206049149338373,-0.20822724732512482,0.768617269803962,2.192982456140351,0.8033541136184041,-0.05699372182516473,1.1531136388034338,0.9631314297649383,-0.39548083019049607
CCC(C)(C)CCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,55.980832,0.2052892561983471,-10.23155588020453,-0.10348092348731047,0.1916383190435099,2.2487562189054726,0.7278825235678027,-0.14225766359687392,1.1590075007821248,0.9504261631324361,-0.49317648177866286
